time_s,experiment_T1_C,experiment_T2_C,experiment_T3_C,paper_simulation_T1_C,paper_simulation_T2_C,paper_simulation_T3_C,reference_C
43.0,54.57606787822305,53.99288598943772,55.16650098374237,54.39263746505126,54.105809257533394,55.51515998757378,54.997745920362554
44.0,54.6511338925132,54.151848400124265,55.26490628559594,54.44945635290463,54.185150667909284,55.54917676296987,54.998413829651156
45.0,54.718546132339235,54.310810810810814,55.363311587449516,54.424577286646254,54.23718546132339,55.65610438024231,54.99908173893975
46.0,54.720358289323805,54.46977322149736,55.727493010251635,54.36618293170017,54.260702081391734,55.674867971419694,54.99974964822835
47.0,54.58788961375168,54.60434917676297,56.05333954644299,54.30778857675409,54.32562907735321,55.68142280211246,55.00041755751695
48.0,54.45542093817956,54.63187325256291,56.08499534016776,54.24939422180802,54.41714818266542,55.78602050326188,55.00108546680555
49.0,54.32295226260744,54.488692140416276,56.13041317179248,54.19099986686193,54.45287356321839,55.79875737806773,55.00175337609414
50.0,54.19048358703531,54.23889406648027,56.19291705498602,54.132605511915855,54.481205343274304,55.90711401056229,55.002421285382745
51.0,54.075712954333646,54.24547996272134,56.23737185461324,54.213233923578755,54.53010251630941,55.923019571295434,55.00308919467135
52.0,54.10296365330848,54.29089779434607,56.082261571916746,54.304069586828206,54.62093817955887,55.98819509164337,55.00375710395995
53.0,54.13021435228332,54.77319043181112,55.77952780366574,54.39490525007766,54.69046287666977,56.04846225535881,55.00442501324854
54.0,54.15746505125816,55.13122087604847,55.8022367194781,54.44156570363467,54.706430568499535,56.04846225535881,55.00465983224604
55.0,54.18499534016775,55.153929791860826,55.86253494874184,54.48291394843118,54.78114321217769,56.1233302267785,55.00465983224604
56.0,54.248897173035104,55.176638707673185,56.04895930413172,54.50562286424355,54.803852127990055,56.17297297297297,55.00465983224604
57.0,54.29431500465983,55.19934762348555,56.51239515377446,54.528331780055915,54.81826654240447,56.19962721342032,55.00465983224604
58.0,54.4139173656415,55.22205653929792,56.557812985399195,54.538676607642124,54.84299471885679,56.253122087604844,54.992295744019884
59.0,54.4641192917055,55.24476545511028,56.553929791860824,54.55511028269649,54.88841255048152,56.307207207207206,54.986020503261884
60.0,54.480894687791235,55.26747437092265,56.572227399813606,54.57595526561044,54.91332712022368,56.37278657968313,55.00465983224604
61.0,54.458185771978876,55.29018328673501,56.52373407890649,54.570021745883814,55.10378999689345,56.439888164026094,55.00465983224604
62.0,54.44547996272134,55.312892202547374,56.27393600497049,54.55731593662628,55.12649891270581,56.419881950916434,55.014662938800875
63.0,54.37511649580615,55.33560111835974,56.02413793103449,54.58546132339236,55.13513513513514,56.4448275862069,55.0232991612302
64.0,54.38856787822305,55.3583100341721,55.774339857098475,54.61273687480584,55.171419695557624,56.494812053432746,55.0232991612302
65.0,54.385989437713576,55.47064305684995,55.524541783162476,54.579527803665734,55.1910531220876,56.50295122708916,55.038365952159054
66.0,54.35563839701771,55.49356943150047,55.771481826654245,54.5945945945946,55.20633737185461,56.540726933830385,55.0232991612302
67.0,54.35706741223983,55.51484933209071,56.37704255980118,54.5945945945946,55.24004349176763,56.563435849642744,55.01158744951849
68.0,54.418266542404474,55.53948431189811,56.35240757999379,54.5945945945946,55.29431500465983,56.63348866107487,55.00465983224604
69.0,54.481081081081086,55.56383970177074,56.35274930102516,54.57716682199441,55.30288909599254,56.64734389561976,55.02208760484623
70.0,54.73035104069587,55.56912084498292,56.45045045045045,54.58931345138242,55.31873252562907,56.68219944082013,55.00465983224604
71.0,54.73435849642746,55.5824790307549,56.72028580304442,54.57595526561044,55.37750854302578,56.7009009009009,55.00465983224604
72.0,54.7116495806151,55.59589934762349,56.96178937558248,54.57595526561044,55.40950605778192,56.73289841565703,55.00465983224604
73.0,54.688940664802736,55.286300093196644,56.96178937558248,54.57595526561044,55.414725069897486,56.7556073314694,55.00465983224604
