time_s,experiment_middle_C,experiment_T1_C,experiment_T2_C,paper_simulation_middle_C,paper_simulation_T1_C,paper_simulation_T2_C
860.0,55.02,55.39558232931727,55.35767068273093,55.32104417670683,55.27686746987951,55.234939759036145
861.0,55.003100401606424,55.48075502008033,55.16971887550201,55.32730923694779,55.279159303882196,55.24467469879518
862.0,55.07084337349397,55.54803212851406,55.159373493975906,55.330586345381526,55.251196787148594,55.266329317269076
863.0,55.280562248995984,55.60126907630522,55.12721285140562,55.35297991967872,55.228481927710845,55.28714859437751
864.0,55.50618473895583,55.52457831325301,55.15362248995984,55.364963855421685,55.25903614457831,55.312755020080324
865.0,55.73587684069611,55.482489959839356,55.18963855421687,55.37694779116466,55.26562248995984,55.34771084337349
866.0,55.78864257028112,55.49826506024097,55.205574297188754,55.38353413654618,55.269831325301205,55.355550200803215
867.0,55.797124497991966,55.57388487282463,55.47458634538153,55.38755020080321,55.276417670682726,55.3641124497992
868.0,55.80647389558233,55.59652119589469,55.52008032128514,55.38880321285141,55.30044979919679,55.359437751004016
869.0,55.8525140562249,55.61915751896475,55.50446586345382,55.39677108433735,55.31927710843374,55.35661044176707
870.0,55.88666666666666,55.71413654618474,55.52008032128514,55.40875502008032,55.326184738955824,55.348835341365465
871.0,55.90774297188755,55.7149718875502,55.55031325301205,55.416722891566266,55.37656224899599,55.350345381526104
872.0,55.921654618473895,55.65598393574298,55.619453815261046,55.4277108433735,55.38755020080321,55.34639357429719
873.0,55.87069879518072,55.5284016064257,55.661927710843365,55.43574297188755,55.399598393574294,55.34244176706827
874.0,55.84766265060241,55.48621686746988,55.71632128514056,55.45180722891566,55.40448192771084,55.34250602409639
875.0,55.882329317269075,55.40763052208833,55.71686746987952,55.45261044176707,55.44457831325301,55.3281124497992
876.0,55.89039357429719,55.51532530120482,55.66382329317269,55.46861044176707,55.48492588535962,55.32075502008033
877.0,55.9015421686747,55.42035341365462,55.623759036144584,55.472562248995985,55.47729974443228,55.33601606425703
878.0,55.70151004016057,55.42832128514056,55.55622489959839,55.47991967871486,55.46967360350493,55.3507951807229
879.0,55.209204819277105,55.43683534136546,55.55166265060241,55.48101204819277,55.46204746257759,55.36801606425703
880.0,55.14899598393574,55.40779116465864,55.624979919678715,55.496465863453814,55.46433734939759,55.39654618473896
881.0,55.27953413654621,55.3397751004016,55.63378313253013,55.51163052208835,55.466468540829986,55.42327710843374
882.0,55.74934939759036,55.331678714859436,55.659582329317274,55.51606425702811,55.45182150825524,55.45653012048193
